	VP_Code	Wort	Emotionalität	Assoziationen	Sentiment Score	Modelleinschätzung
1435	SN16MN	Mölauzegt	emo	pleasant + relaxing	0.7579	emotional
1436	SN16MN	Weforshank	emo	ex + guy (fernando) is easy to remember + cheated on	-0.1027	neutral
1437	SN16MN	Enkmitas	neu	sleep + talk in your sleep	0.0	neutral
1438	SN16MN	Rugliebast	neu	fun + big meetings + barbecue	0.5106	emotional
1439	SN16MN	Häugnung	emo	pity + too little time	-0.296	neutral
1440	SN16MN	Glühm	emo	unpleasant + feeling you get away badly + doubting where you got this feeling from	-0.765	emotional
1441	SN16MN	Odef	emo	waiting + coffee + looking at the phone	0.0	neutral
1442	SN16MN	Ismiprämpf	neu	postman + garbage collector + hope for neighbors	0.4404	neutral
1443	SN16MN	Ferandsor	emo	concentration + excited + important event	0.4939	neutral
1444	PL11EZ	Skibt	emo	anxiety + insecurity + headache + irrational	-0.7096	emotional
1445	PL11EZ	Vul	emo	effort + payoff + success + work + appreciation	0.7906	emotional
1446	PL11EZ	Bismirbiel	neu	annoyed + possibly grateful	0.1027	neutral
1447	PL11EZ	Wupforau	neu	warmth + joy + happiness + envy + optimism + smile + palpitations	0.936	emotional
1448	PL11EZ	Wunicher	neu	joy + anger + routine + everyday life + friendship	0.4588	neutral
1449	PL11EZ	Häugnung	emo	overreact + dramatize + uncertainty + assessment	-0.5267	emotional
1450	PL11EZ	Struk	emo	frustration + annoyed + concentration + emptiness	-0.8225	emotional
1451	PL11EZ	Mege	neu	satisfaction + success + congratulations + gratitude	0.93	emotional
1452	PL11EZ	Odef	emo	gratitude + appreciation + love + hug + happiness + warmth + laughter + smile + contentment + being at home	0.9812	emotional
1453	PL11EZ	Neif	neu	uncertainty + discomfort + confusion + adrenaline + tension + being still + fear	-0.8979	emotional
1454	PL11EZ	Glühm	emo	laugh + hug + congratulations + inspiration + love + friendship + happiness + deserved + success	0.9825	emotional
1455	PL11EZ	Ismiprämpf	neu	joy + gratitude + appreciation + warmth + smile + laugh	0.9612	emotional
1456	PL11EZ	Rugliebast	neu	frustration + dissatisfied + bad mood + feeling drained	-0.8807	emotional
1457	PL11EZ	Herklögen	neu	excitement + joy + panic + sleepless + jittery + happy + friends + experience	0.8885	emotional
1458	PL11EZ	Namistell	emo	anger + tension + being annoyed + jittery + adrenaline + restless	-0.8658	emotional
1459	PL11EZ	Iberletsch	emo	tension + doggedness + discomfort + being annoyed + anger + pressure to succeed + success + recognition	-0.6908	emotional
1460	PL11EZ	Bisknirgo	neu	warmth + comfort + passion + love + despair when not possible + racing thoughts + racing heart + adrenaline	0.886	emotional
1461	PL11EZ	Troff	emo	courage + work + success + self-esteem + progress + adrenaline + questioning	0.8519	emotional
1462	PL11EZ	Plüpp	emo	joy + security + self-esteem + positive charisma + contentment + privilege	0.93	emotional
1463	PL11EZ	Bingsemöl	emo	tension + palpitations + hope + expectation + jittery + insecure + overthinking	-0.296	neutral
1464	PL11EZ	Zimerhubst	neu	effort + exhausting + palpitations + being annoyed + unwell	-0.6249	emotional
1465	PL11EZ	Muschürdur	neu	rest + relaxation + lie + breathe + stillness + contentment	0.7096	emotional
1466	PL11EZ	Weforshank	emo	insecurity + fear + guilt + overthinking + racing heart + self-esteem + lack of confidence + unease	-0.8316	emotional
1467	PL11EZ	Mölauzegt	emo	exciting + concentration + funny + interesting + questioning	0.8126	emotional
1468	PL11EZ	Zwelde	neu	gratitude + happiness + joy + or annoyed + wanting to leave + feeling out of place	0.8555	emotional
1469	PL11EZ	Wumeizauch	neu	uncertainty + conflict + questioning + rethinking	-0.6249	emotional
1470	PL11EZ	Enkmitas	neu	confusion + uncertainty + questioning	-0.6124	emotional
1471	PL11EZ	Preier	neu	restlessness + anticipation + jittery + restless	-0.4404	neutral
1472	PL11EZ	Ferandsor	emo	racing heart + tension + bad mood + silence + adrenaline + malaise	-0.7003	emotional
1473	PL11EZ	Faube	emo	preparation + restlessness + stress + uncertainty + goal + calming down	-0.5719	emotional
1474	KS26HG	Enkmitas	neu	stress + time expenditure + further steps + dependence on others	-0.4215	neutral
1475	KS26HG	Vul	emo	commitment + power + desire + energy + goal	0.7506	emotional
1476	KS26HG	Struk	emo	inappropriate + disrespectful + personal boundaries + slap in the face + no understanding of others	-0.1531	neutral
1477	KS26HG	Zwelde	neu	envy + comparison + togetherness + interest	0.2263	neutral
1478	KS26HG	Wumeizauch	neu	excitement + heart pounding + train	0.4939	neutral
1479	KS26HG	Wupforau	neu	stress + emotional distress + repressed feelings + problems + being impure with yourself	-0.8625	emotional
1480	KS26HG	Bingsemöl	emo	going crazy + crankiness + annoying + um + brain	-0.6249	emotional
1481	KS26HG	Häugnung	emo	appreciate the person + happy + security + trust + team + cooperation	0.9022	emotional
1482	KS26HG	Herklögen	neu	familiarity + trust + origin	0.5106	emotional
1483	KS26HG	Namistell	emo	effort + will + learn	0.0	neutral
1484	KS26HG	Iberletsch	emo	togetherness + social	0.0	neutral
1485	KS26HG	Mölauzegt	emo	luck + coincidence + interesting + fate	0.6908	emotional
1486	KS26HG	Skibt	emo	depression + sadness + helplessness + surge of emotions + tired	-0.9118	emotional
1487	KS26HG	Zimerhubst	neu	stomach ache + body sensation + excitement + anticipation	0.25	neutral
1488	KS26HG	Faube	emo	self-reflection + further development + intelligence	0.4767	neutral
1489	KS26HG	Plüpp	emo	practice + learn + interest + commitment	0.6808	emotional
1490	KS26HG	Mege	neu	decency + respect + intuition + stress + education	0.0772	neutral
1491	KS26HG	Rugliebast	neu	estimate + planning + consideration + estimate + mind	0.0	neutral
1492	KS26HG	Troff	emo	further development + development + growth + blossoming + successful + check off	0.7506	emotional
1493	KS26HG	Bismirbiel	neu	cringe moment + don't want + possibility	-0.0572	neutral
1494	KS26HG	Wunicher	neu	do not want + help + hide + detour + embarrassed + shame	-0.7623	emotional
1495	KS26HG	Muschürdur	neu	crunch + sensation + calm	0.3182	neutral
1496	KS26HG	Bisknirgo	neu	distrust + me time + charge + antisocial + personal limit	-0.4215	neutral
1497	KS26HG	Ismiprämpf	neu	relaxation + melancholy + memory	0.128	neutral
1498	KS26HG	Odef	emo	security + no need to adjust + quiet	0.0516	neutral
1499	KS26HG	Ferandsor	emo	hard to get + fake + confusion + confusion + lies + manipulative	-0.8658	emotional
1500	KS26HG	Weforshank	emo	heaviness + despair + depression + crying + lonely + helpless	-0.9274	emotional
1501	KS26HG	Neif	neu	worry + jitters + time + stomach ache + excitement	-0.3182	neutral
1502	KS26HG	Glühm	emo	calm + still + tension + alert + senses + waiting	0.296	neutral
1503	KS26HG	Preier	neu	attempt + preparation + application + important + future + pressure situation	-0.1027	neutral
1504	CT13.06.2001Sn	Zwelde	neu	solution + thinking + calculation + help + possibilities + questions + group	0.6124	emotional
1505	CT13.06.2001Sn	Wupforau	neu	satisfaction + commitment	0.6705	emotional
1506	CT13.06.2001Sn	Ferandsor	emo	inappropriate	0.0	neutral
1507	CT13.06.2001Sn	Wumeizauch	neu	be human	0.0	neutral
1508	CT13.06.2001Sn	Enkmitas	neu	happiness + excitement + thrills	0.8519	emotional
1509	CT13.06.2001Sn	Neif	neu	hormone	0.0	neutral
1510	CT13.06.2001Sn	Glühm	emo	anger + anger	-0.8126	emotional
1511	CT13.06.2001Sn	Ismiprämpf	neu	relaxed + confidence	0.7579	emotional
1512	CT13.06.2001Sn	Rugliebast	neu	love + care	0.8126	emotional
1513	CT13.06.2001Sn	Plüpp	emo	effort + patience	0.0	neutral
1514	CT13.06.2001Sn	Bingsemöl	emo	empathy	0.0	neutral
1515	CT13.06.2001Sn	Wunicher	neu	happiness + joy + gratitude	0.8934	emotional
1516	CT13.06.2001Sn	Herklögen	neu	worries + headache + tiredness + thoughts circling	-0.4215	neutral
1517	CT13.06.2001Sn	Mölauzegt	emo	excitement + tension + anticipation	0.3182	neutral
1518	CT13.06.2001Sn	Odef	emo	reflect	0.0	neutral
1519	CT13.06.2001Sn	Mege	neu	practice creates masters	0.2732	neutral
1520	CT13.06.2001Sn	Bismirbiel	neu	border crossing	0.0	neutral
1521	CT13.06.2001Sn	Bisknirgo	neu	responsibility	0.0	neutral
1522	CT13.06.2001Sn	Zimerhubst	neu	positive thinking + contentment + patience	0.7269	emotional
1523	CT13.06.2001Sn	Iberletsch	emo	fate	0.0	neutral
1524	CT13.06.2001Sn	Troff	emo	hide + run away + uncomfortable feelings	-0.5106	emotional
1525	CT13.06.2001Sn	Preier	neu	inner peace + calm down + be relaxed	0.8402	emotional
1526	CT13.06.2001Sn	Häugnung	emo	retreat	0.2023	neutral
1527	CT13.06.2001Sn	Faube	emo	contentment + happiness + joy	0.872	emotional
1528	CT13.06.2001Sn	Weforshank	emo	family + friends + partner + animals + love + happiness	0.8979	emotional
1529	CT13.06.2001Sn	Struk	emo	insidious + not direct + dishonest	0.4585	neutral
1530	CT13.06.2001Sn	Muschürdur	neu	depression	-0.5719	emotional
1531	CT13.06.2001Sn	Vul	emo	excitement + tingling + joy	0.7906	emotional
1532	CT13.06.2001Sn	Skibt	emo	serenity	0.0	neutral
1533	CT13.06.2001Sn	Namistell	emo	preparation + interaction + nervousness + conflict	-0.5423	emotional
1534	AR2DF	Glühm	emo	novice + learning process + insight + wisdom + experience + realism + plan	0.5267	emotional
1535	AR2DF	Plüpp	emo	active + committed + dreams + fulfill wishes + implement plans + drive + goals	0.875	emotional
1536	AR2DF	Faube	emo	unwanted + annoying + annoying + annoying + bothersome + unnecessary + dismiss + ignore	-0.9153	emotional
1537	AR2DF	Bismirbiel	neu	interest + empathy + reflect + empathize + social behavior + group behavior + roll	0.4588	neutral
1538	AR2DF	Wupforau	neu	warmth + palpitations + interest + heat + seeking contact	0.7184	emotional
1539	AR2DF	Enkmitas	neu	unnecessary + annoying + annoying + stressful + socially vulnerable + unhealthy + painful	-0.9423	emotional
1540	AR2DF	Preier	neu	angry + upset + seeming stupid + feeling annoyed + feeling incapable or unprepared + nervous + irritable	-0.9493	emotional
1541	AR2DF	Odef	emo	reliability + calm + serenity + confidence + professionalism + pillar + partner	0.6808	emotional
1542	AR2DF	Herklögen	neu	security + protection + protect + respect + love + warmth + family	0.936	emotional
1543	AR2DF	Struk	emo	embarrassing + uncomfortable + clumsy + annoying + stressful	-0.8807	emotional
1544	AR2DF	Muschürdur	neu	empathy + feelings + empathize + feel + people + social + with each other + human + intelligent + social intelligence + empathy	0.7269	emotional
1545	AR2DF	Rugliebast	neu	joy + surprise + gift + useful + memories + stories + nostalgia	0.8934	emotional
1546	AR2DF	Weforshank	emo	exhaustion + heavy limbs + dark circles + slow movements + taciturn + dry throat + no drive	-0.5719	emotional
1547	AR2DF	Ferandsor	emo	planning + preparation + anticipation + stress + checklist + organization + read in	-0.34	neutral
1548	AR2DF	Wumeizauch	neu	self-reflection + criticism + observation + maturity + goal comparison	-0.4404	neutral
1549	AR2DF	Häugnung	emo	training + distributed learning + routine + perfection + getting better + gaining confidence + becoming an expert	0.9136	emotional
1550	AR2DF	Zwelde	neu	interest + need + sociable + extrovert + draw attention + friendly + communicative	0.8442	emotional
1551	AR2DF	Wunicher	neu	reality + plan + organize + responsibility + reliability + drive + self-determination	0.0	neutral
1552	AR2DF	Troff	emo	happiness + satisfaction + validation + meeting expectations + achieving goals	0.7579	emotional
1553	AR2DF	Skibt	emo	interest + extraversion + sociability + understanding motives + empathy	0.6249	emotional
1554	AR2DF	Namistell	emo	uncomfortable + competition + hostility + annoying + socially awkward	-0.8555	emotional
1555	AR2DF	Bingsemöl	emo	happiness + security + love + being calm + warmth + silence	0.9382	emotional
1556	AR2DF	Mege	neu	calm + melancholy + exhaustion + not wanting to disappoint anyone + tiredness + silence + depression	-0.6749	emotional
1557	AR2DF	Ismiprämpf	neu	contentment + rest + peace + rested + energy + joy + security	0.9231	emotional
1558	AR2DF	Bisknirgo	neu	calm + love + warmth + relaxation + contentment + positive emotions + friendship	0.9678	emotional
1559	AR2DF	Iberletsch	emo	lying + difficult to deal with + childish + false modesty + unnecessary	-0.7964	emotional
1560	AR2DF	Vul	emo	frustrating + stupid + depressed + angry + self hate	-0.9485	emotional
1561	AR2DF	Neif	neu	joy + excitement + stress + heat + turmoil + impatience + friendship	0.4215	neutral
1562	AR2DF	Zimerhubst	neu	comfortable + lazy + internal dialogue + soothe + mental scenarios + consider + listlessness	0.5106	emotional
1563	AR2DF	Mölauzegt	emo	stressful + preparation + annoying + overthinking + emotionally draining	-0.7184	emotional
1564	AR25FN	Mege	neu	unnecessary + permanently + don't forget + come to rest + regret + change + lack of understanding + thoughts + in bed + alone + insecure	-0.8039	emotional
1565	AR25FN	Zwelde	neu	risk + together + try + fail + joy + business + excitement + stuff	0.34	neutral
1566	AR25FN	Struk	emo	annoyed + helpful + change + personal responsibility + yourself + exceed	0.0516	neutral
1567	AR25FN	Namistell	emo	with happy + love + proposal + couple + positive + public + warmth + declaration of love + experience + goosebumps	0.9623	emotional
1568	AR25FN	Häugnung	emo	hopeful + see you again + road + friend + entertainment + joy + recognize	0.9201	emotional
1569	AR25FN	Troff	emo	small + exaggerated + large + uncomfortable + dramatic + negative	-0.7717	emotional
1570	AR25FN	Skibt	emo	angry + forgetful + negative + annoyed + stupid + find again + memory + grab + strange + fall	-0.9423	emotional
1571	AR25FN	Preier	neu	goal achieved + tasks + master + finish + lists + rejoice	0.4404	neutral
1572	AR25FN	Odef	emo	love + security + closeness + belonging + warm + forever + heart + limitless + connected	0.8176	emotional
1573	AR25FN	Ismiprämpf	neu	uncertainty + fear + trust + nervous + sweat + strange + inhibition + mouth + hearing + speaking + classroom + presentation	-0.7717	emotional
1574	AR25FN	Ferandsor	emo	heart leap + empathy + joy + happiness + warmth + love + positive + change + desires	0.9595	emotional
1575	AR25FN	Muschürdur	neu	shell + joy + happiness + oblivion + special + memory + jackets + letters + tidy up + time	0.8779	emotional
1576	AR25FN	Glühm	emo	room + dreaming + bed + sleeping + long night + tired + sluggish + short	-0.6808	emotional
1577	AR25FN	Mölauzegt	emo	train + plane + strike + bus + pack + travel + suitcase + bag + abroad + culture + joy + excitement + tension + can't wait + new + see you + explore	0.6369	emotional
1578	AR25FN	Zimerhubst	neu	annoyed + rubbish + negative + why + dissatisfied + change + self-reflection + closed	-0.836	emotional
1579	AR25FN	Plüpp	emo	perfectionism + tingling fingers + effort + goal + frustration + tired + wanting to achieve + task + repetition	-0.5719	emotional
1580	AR25FN	Enkmitas	neu	couple + partner + love + desire + mouth + closeness + together	0.7845	emotional
1581	AR25FN	Faube	emo	satisfied + happy + relieved + insecure + next step + change + own + decision	0.743	emotional
1582	AR25FN	Weforshank	emo	joy + relief + positive + development + self + pride + stage of life + change + career	0.9169	emotional
1583	AR25FN	Herklögen	neu	relationship + love + hopeful + open minded + insecure + unknown + palpitations + tension + movement	0.5267	emotional
1584	AR25FN	Wupforau	neu	avoid + negative + detour + hide + supermarket + eye contact + not attract attention + confrontation	-0.7749	emotional
1585	AR25FN	Bismirbiel	neu	influence + calm + positive + thoughtless + stillness + free + intimate + inward	0.7351	emotional
1586	AR25FN	Bisknirgo	neu	betrayal + betrayal + sad + alone + unconscious + trust + heartbreak + uncertainty + unsettled + difficult + find	-0.9601	emotional
1587	AR25FN	Rugliebast	neu	sleep + two worlds + room + bed + remember + positive + process + reality	0.5574	emotional
1588	AR25FN	Wunicher	neu	together + together + acquaintance + friends + gentleman + joy + see you again + have fun + at home + cafe + spend time + familiar + play	0.9118	emotional
1589	AR25FN	Iberletsch	emo	remorse + conflict + decide + insecure + dare + other way	-0.7351	emotional
1590	AR25FN	Bingsemöl	emo	worried + insecure + negative + fear + sick + ephemeral	-0.9349	emotional
1591	AR25FN	Wumeizauch	neu	time + checking + regular + hasty + anticipation + not wanting to miss + friends + family + home + meeting + dating + checking	0.6052	emotional
1592	AR25FN	Vul	emo	palpitations + listen + hide + quiet + dark + ignore + rude + fear + confrontation + ignore	-0.9217	emotional
1593	AR25FN	Neif	neu	palace + uncertainty + preparation + unnecessary + compulsion + conversation + uncertainty + control + imagination	-0.5859	emotional
1594	UD3SN	Mölauzegt	emo	complex + task + school + studies + wait and see + books + research + internet	0.0	neutral
1595	UD3SN	Iberletsch	emo	eagerness + luck + commitment + tackle + time + entertaining + task + goal	0.8807	emotional
1596	UD3SN	Enkmitas	neu	anger + useless + inappropriate + listening + talking + trouble	-0.8481	emotional
1597	UD3SN	Herklögen	neu	together + see + compare + envy + understand	-0.2732	neutral
1598	UD3SN	Troff	emo	overwhelmed + heart + happiness + eye + beautiful + paradise	0.9169	emotional
1599	UD3SN	Preier	neu	imbalanced + negative + stressed + touched + anger + unhappiness + hate + unhappiness + sadness	-0.9726	emotional
1600	UD3SN	Häugnung	emo	effort + embarrassed + exposed + block + knowledge + fail	-0.8481	emotional
1601	UD3SN	Wunicher	neu	calmed down + peace + work + delegate + team + together + mate	0.7269	emotional
1602	UD3SN	Glühm	emo	hands + skin + love + affection + trust + together	0.8979	emotional
1603	UD3SN	Bingsemöl	emo	lecture + conversation + exhausting + work + dialogue + remember + vocabulary + difficult	-0.6124	emotional
1604	UD3SN	Zimerhubst	neu	understand + touch + equal + understanding + together + v	0.0	neutral
1605	UD3SN	Weforshank	emo	luck + see + hidden + time + gain + important	0.802	emotional
1606	UD3SN	Neif	neu	worry + excitement + tired + dull + restless	-0.7506	emotional
1607	UD3SN	Skibt	emo	anticipation + heart + happiness + flight + suitcase + beach + pictures	0.6124	emotional
1608	UD3SN	Mege	neu	insecure + complex + body + soul	-0.4215	neutral
1609	UD3SN	Ferandsor	emo	practice + hands + content + development + frustration + rest + time	-0.4767	neutral
1610	UD3SN	Wupforau	neu	restless + hand + love + affection + warmth + feeling	0.9217	emotional
1611	UD3SN	Wumeizauch	neu	think + causality + responsibility + consider + neutral	0.0	neutral
1612	UD3SN	Ismiprämpf	neu	planning + positive + development + happiness + study + work + learn	0.802	emotional
1613	UD3SN	Struk	emo	expectation + vision + eye + restless + search	-0.0258	neutral
1614	UD3SN	Bisknirgo	neu	fear + restlessness + annoyed + blind + dodge + bad + cowardly	-0.9413	emotional
1615	UD3SN	Rugliebast	neu	happiness + balanced + positive + peace + tranquility + lying + leisure + paradise	0.936	emotional
1616	UD3SN	Plüpp	emo	alone + complicated + shy + talk + afraid	-0.4588	neutral
1617	UD3SN	Zwelde	neu	peace + balanced + well rested + harmony + sleep + awake + positive	0.8979	emotional
1618	UD3SN	Faube	emo	warmth + security + peace + happiness + trust + calm	0.9524	emotional
1619	UD3SN	Muschürdur	neu	proud + hurt + misfortune + alone + acting + lying + dishonest	-0.8555	emotional
1620	UD3SN	Namistell	emo	grief + abandoned + alone + sick + deep + soul + psyche	-0.8885	emotional
1621	UD3SN	Bismirbiel	neu	anticipation + happiness + positive + unrest + loved + nervous	0.886	emotional
1622	UD3SN	Odef	emo	lazy + shy + insecure + alone + stay + house + corridor + noise	-0.8074	emotional
1623	UD3SN	Vul	emo	nervous + uncomfortable + preparation + special + fear + meticulousness	-0.6369	emotional
1624	CL20HE	Wunicher	neu	ignorance + not properly prepared + human + current level of knowledge + annoying + preparation + work process + level of knowledge + delaying + perfectionism + improvement	-0.1446	neutral
1625	CL20HE	Bisknirgo	neu	lifeblood + investment + sacrifice + fun + passion + commitment + like + a lot of time for something important + subjective project + initiative + happiness + good deed + good feeling + result important + way is the goal + way can be fulfilling	0.9716	emotional
1626	CL20HE	Zimerhubst	neu	stupid + annoying + meddling + person should shut up + unasked + embarrassing + crossing private borders + unasked	-0.8271	emotional
1627	CL20HE	Troff	emo	feeling + interpretation + observing + interaction from a distance + overcoming feeling + self-reflection + reflection of the environment + empathy + interest	0.6124	emotional
1628	CL20HE	Häugnung	emo	coincidence + determination + heart feeling + one-sided + tingling + blushing + observing + eye contact + interest + opposite stays in the head + hope + dreaming + thoughts circling + being young + youth + destiny	0.8442	emotional
1629	CL20HE	Neif	neu	over the top + annoying + emotionally charged + derailing + overpowering + unimportant + taking up space + delay + corrosive + negative + upsetting + prolonged + busy	-0.9201	emotional
1630	CL20HE	Muschürdur	neu	urge + annoying + corrosive + nakedness + gap in the head + retarding + stop + uncomfortable + embarrassing + bad image + you seem dumber than you are + word-finding disorder + wernicke aphasia + mean + own mistake that is not welcome	-0.9669	emotional
1631	CL20HE	Zwelde	neu	security + good feeling + trust + together + connection + relationship + hardworking + reliable + help	0.8957	emotional
1632	CL20HE	Iberletsch	emo	gesture + community + attachment + social interaction + social cohesion + love + security + connection + family + context + active process + frequent + normal + unobtrusive + unconscious + conscious	0.8885	emotional
1633	CL20HE	Weforshank	emo	difficult + learn + intention + want to understand + be understood + work + long learning process + goal helps + practice + understanding + skill + retrieval process + grammar	0.1027	neutral
1634	CL20HE	Struk	emo	empathy + feeling empathetic + sharing feelings + caring + emotional psychology + attention + oxytocin + togetherness + empathy	0.8689	emotional
1635	CL20HE	Wupforau	neu	surprise + event + maybe it will be remembered + joy + it's just there + not wanted + unexpected + coincidence + no coincidence + pleasant event + little space	0.7906	emotional
1636	CL20HE	Enkmitas	neu	tired + restless + broken + no strength + exhausting + little concentration + restlessness + racing thoughts + unconcentrated + underperforming + stress + exhausting + uncomfortable + aimless + endure + persevere	-0.947	emotional
1637	CL20HE	Namistell	emo	preparation + planning + date + day + time + preparation + excited + restless + checking + making sure + packing + special day + special event + routine + making list + making sure everything is there + checking + beginning + special	0.9001	emotional
1638	CL20HE	Preier	neu	self-reflection + time + objective + subjective + relative + time-consuming + development + improvement + assessing situations + self-interest + important + important for oneself + realizable + understand	0.6808	emotional
1639	CL20HE	Glühm	emo	training + practicing + getting better + mastering + perfecting + beginning + learning + skill + improving + engaging + only things of interest + time + intention + comparing + self-interest	0.9246	emotional
1640	CL20HE	Wumeizauch	neu	haptics + interaction + sensitivity + help + security + physical closeness + crossing borders	0.6249	emotional
1641	CL20HE	Mölauzegt	emo	experience + make sure + be accountable + guilty + blame yourself + can work out + uncertain + everything is connected + no coincidence + action-reaction principle + stand up for your choice	-0.743	emotional
1642	CL20HE	Ferandsor	emo	positive experience + affirmation + right choice + pursuing goal + working towards it + perseverance + contentment + determination	0.8316	emotional
1643	CL20HE	Vul	emo	initiate + don't speak + counter initiative + own initiative weak + beg + stupid + i don't like that	-0.8131	emotional
1644	CL20HE	Skibt	emo	avoidance behavior + escape and avoidance + evasion + avoidance of confrontation + does not stand by its consequences + avoiding the situation does not avoid the problem + avoiding the problem + no solution + weakness	-0.8688	emotional
1645	CL20HE	Odef	emo	rest + happiness + being one + yoga + rarely + peaceful + secure + without rushing + for oneself + individually different + happy place	0.5627	emotional
1646	CL20HE	Plüpp	emo	rest + be with yourself + undisturbed + no problem + switch off + be on your own + rejection + enjoy	-0.6369	emotional
1647	CL20HE	Rugliebast	neu	beautiful + cozy + pleasant + high spirits + positive start + gives strength + inner desire + memory + dreamlike + warm + daydream + at night + sleep + relaxation + high + energizer + energizing + thinking about it throughout the day	0.9801	emotional
1648	CL20HE	Bismirbiel	neu	trust + comfortable + letting go + everything else unimportant + here and now + at home + friends + family + subjective + positive feeling + always + has a high priority + social interaction + social connection + relaxation	0.9423	emotional
1649	CL20HE	Mege	neu	misperforming + wishful thinking + mostly doesn't work + holding back + wish + hoping + hoping + that someone will get the message + not standing by themselves + no self-confidence + variable behavior + not natural + restriction + no maximizing utility	0.558	emotional
1650	CL20HE	Ismiprämpf	neu	annoying + time-consuming + emotional imbalance + devastating + groundless + suddenly + for no reason + trying to see + where it's coming from + help + attitude change + slow + tired + sadness	-0.8934	emotional
1651	CL20HE	Faube	emo	restlessness + joy + excited + elation + great people are coming + event is important + special + starting + wanting to start + waiting position + not so great but nice + anticipation makes everything nicer	0.9592	emotional
1652	CL20HE	Herklögen	neu	ring + wait + listen + estimate + quiet + doorbells + don't respond + make sure + dhl + uncertainty + pizza + not great + intercom	-0.7688	emotional
1653	CL20HE	Bingsemöl	emo	practice + be sure + insecurity + nervous + unrest + help + illusion of security + uncover mistakes + counteract + preparation + possible improvement + become aware of what you want + learn objectivity + support subjective attitude + argumentation	0.7184	emotional
1654	MR20DF	Odef	emo	need help + uncertainty + insight	0.0772	neutral
1655	MR20DF	Enkmitas	neu	committed + motivated + passionate + inspiring + being in the element	0.8834	emotional
1656	MR20DF	Weforshank	emo	pressure + discomfort + uncomfortable + anger + being outraged + being annoyed + showing no insight	-0.9559	emotional
1657	MR20DF	Wupforau	neu	empathy + feeling + thinking + considering + putting in place + interpreting	0.128	neutral
1658	MR20DF	Skibt	emo	excitement + excitement + joy + happiness + butterflies	0.93	emotional
1659	MR20DF	Iberletsch	emo	unnecessary + being sensitive + touchy + emotional + battered	0.1531	neutral
1660	MR20DF	Plüpp	emo	get angry + be annoyed + feel humiliated + thirst for knowledge	-0.8074	emotional
1661	MR20DF	Zwelde	neu	security + well-being + security + trust	0.7964	emotional
1662	MR20DF	Neif	neu	love + security + security + contact + attachment	0.8807	emotional
1663	MR20DF	Namistell	emo	strain + effort + discomfort + think	-0.4588	neutral
1664	MR20DF	Bingsemöl	emo	empathy + compassion + like-minded + share thoughts + similarities + empathize	0.6369	emotional
1665	MR20DF	Vul	emo	surprise + luck + joy + unexpected + coincidence	0.836	emotional
1666	MR20DF	Glühm	emo	tired + exhausted + broken + listless + depressed + worried + restless	-0.9337	emotional
1667	MR20DF	Wumeizauch	neu	excitement + joy + excitement + lack of patience + anticipation	0.8519	emotional
1668	MR20DF	Faube	emo	self-criticism + self-evaluation + negative + positive + reflect + claims	-0.0258	neutral
1669	MR20DF	Struk	emo	contentment + security + memory + thoughts + being good enough	0.7783	emotional
1670	MR20DF	Bismirbiel	neu	urge + impulsive + indignant	-0.4215	neutral
1671	MR20DF	Preier	neu	pressure + having something in mind + thinking + making compromises	-0.296	neutral
1672	MR20DF	Häugnung	emo	satisfaction + pride + being happy + success + having goals + goal-oriented + motivation	0.9337	emotional
1673	MR20DF	Ferandsor	emo	awkward + flirting + drawing attention to something + attention + hinting	0.0516	neutral
1674	MR20DF	Troff	emo	uncomfortable + discomfort + avoidance + escape + escape + fear	-0.836	emotional
1675	MR20DF	Ismiprämpf	neu	harmony + relaxation + calm + contentment + serenity	0.872	emotional
1676	MR20DF	Herklögen	neu	listlessness + needing rest + wanting to be alone + thoughtful	0.1531	neutral
1677	MR20DF	Muschürdur	neu	contentment + balance + serenity + relax + happiness + joy	0.9153	emotional
1678	MR20DF	Wunicher	neu	calm + security + relaxed + trust + contentment	0.9136	emotional
1679	MR20DF	Zimerhubst	neu	deception + pretend + opposite + dishonest + tricks	-0.8176	emotional
1680	MR20DF	Rugliebast	neu	sadness + listlessness + helplessness + dissatisfaction + feeling empty + alone	-0.8885	emotional
1681	MR20DF	Mölauzegt	emo	joy + happy + impatient + restless + excited	0.765	emotional
1682	MR20DF	Mege	neu	disinterest + laziness + no desire	0.128	neutral
1683	MR20DF	Bisknirgo	neu	restless + not relaxed + excited + from the wind + under pressure	-0.7884	emotional
1684	JS28MM	Weforshank	emo	undecided + overwhelmed	-0.1779	neutral
1685	JS28MM	Zimerhubst	neu	purposeful + innovative + visionary + optimistic + ambitious + plan + structured	0.8934	emotional
1686	JS28MM	Wupforau	neu	annoyed + restricted + dependent + patronized	-0.6369	emotional
1687	JS28MM	Iberletsch	emo	happiness + love + fulfilled + satisfied + compassion + empathy	0.9468	emotional
1688	JS28MM	Wunicher	neu	feeling + anticipation + warm	0.4215	neutral
1689	JS28MM	Bisknirgo	neu	sensitive + stressed + overreacting + thin-skinned	-0.34	neutral
1690	JS28MM	Muschürdur	neu	at a loss + overwhelmed + angry + confused + thoughtful + pausing	-0.6249	emotional
1691	JS28MM	Troff	emo	stress + notice + motivation + pressure + positive	0.25	neutral
1692	JS28MM	Bingsemöl	emo	noticeable + strong + warm feeling	0.6908	emotional
