	Name	Emotionalität	Definition	Assoziationen	Index der Scores	Durchschnittsindex
46	Struk	neu	The time before you start a trip that you have planned.	"['Proximity, security, family, growing up, attachment, connection, contact', 'Success, expectation, disappointment, negative, positive, time, span of time, pressure, goals, goal in life, job, realization', 'Solution, problem, speaking, waiting, hoping', 'Sleep, wake up, content, comfortable, warm, safe, secure', 'logical, neutral', 'nice feeling, security, security, you can let yourself go, at home, you can be exactly who you are, mum, dad, siblings', 'Happiness, lost, unexpected, pleasing, surprise', 'I am happy, warm feeling, excitement, pride, love', 'Anticipation, family, longing', 'Hunger, bad mood, indescribable, making it worse, confusion, inappropriate, no reason, no control, no one to blame', 'oh oh', 'inexplicable, unpleasant, avoid', 'unpleasant, unlikeable person, avoiding, making excuses, ex boyfriend, argument, avoiding, ugly, uncomfortable, afraid', 'Coincidence, uncomfortable, silence, uncertainty, demand', 'Shame, hold back, smart, tactics', 'critical, doubt, consider, thoughts', ""I don't want to know, anger, resentment, unpleasant, overwhelming, crossing borders, grateful, interesting, I didn't know, helpful, uninteresting, what's that supposed to be, irritation, annoyed"", 'Compulsion, dissatisfied, frustration, urge for perfection, tired, annoyed, competition', 'warmth, love, joy, excitement, intimate, loving, beautiful, butterflies in your stomach', 'challenge, development, chance, insights, job, family, pride, school, content, money', 'Tired, confused, incomplete memories, sad, interesting, sleep, processing', 'Investment, Fear of Failure, Passion, Commitment, Hope to Achieve, Expectation, Wanting to Create', 'learning from experiences, past, bad feeling, negative experience, being marked, letting go of the past, being open', 'Meditation, complacency, rare, difficult to achieve, meritocracy, wonderful, desirable', 'beautiful, wanting to keep to oneself, reminiscing, tingling in the stomach, anticipation, sadness, hoping for more', 'Surprised, joy, happiness, good feeling', 'closeness, togetherness, prediction, future, positive and negative, small talk, first meeting', 'growing up, responsibility, thoughts about the future, time management', 'fears, children, stress, lack of sleep, restlessness, flood of thoughts', 'Practice, hard work, discipline', 'Great joy, brightens up the moment and day, wallowing in memories, new uses, rearranging, finding back what you thought you were missing, clothes, jewellery, food, money', 'stubborn, resistant, motivation, discipline, strength, reward']"	[[831, 285, 439, 1776, 973, 1577, 1475, 1179, 678, 1345, 436, 1789, 1512, 1424, 1235, 141, 1049, 350, 1236, 709, 1152, 539, 407, 1525, 1289, 919, 451, 179, 1754, 803, 1655, 1183]]	1009.21875
47	Struk	emo	The excited anticipation before embarking on a long-awaited journey.	['Bad mood, crying, rude, charging phone', 'Buddhism, meditation, self-knowledge, self-reflection, expansion of consciousness development step', 'Hope, Joy, Pride, Belonging, Friendship, Love, Community, Beauty', 'Free, polite, regret in hindsight, sad, tense, annoyed with oneself, mobile phone, go out to eat, train seat', 'Father, mother, love, affection, warm, couch, comfort, security, carefree, childhood, home, fun, gratitude, great food', 'fear, nervous, difficult, problem, conflict, solution, stress', 'excessive, sneezing, annoying', 'Empathy makes me feel good, listening to others', 'pleasant, free', 'Passion, lust, warmth, trust, security, in love, curious, passionate, playful', 'Planning, preparation, concept, leaving nothing to chance, efficiency', 'annoying, unnecessary, ignore, anger, roll your eyes', 'letting go, relaxation, security, joy, love', 'Thinking, brooding, slight tension', 'seek physical contact', 'work, exciting', 'frustration, annoyed, concentration, emptiness', 'inappropriate, disrespectful, personal boundaries, slap in the face, no understanding of others', 'Insidious not directly dishonest', 'embarrassing, uncomfortable, clumsy, annoying, stressful', 'Annoyed, helpful, change, personal responsibility, yourself, exceed', 'expectation, seeing, eye, restless, search', 'empathy, feeling empathetic, sharing feelings, caring, emotional psychology, attention, oxytocin, togetherness, empathy', 'Contentment, security, memory, thoughts, being good enough', 'stressed, insecure, dissatisfied, exertion, perfectionism', 'happy, grin, honey cake horse, radiate, sun, healthy, joy, laugh, teeth, friends, family', 'focused', 'romantic, surprising, exciting, uncertain', 'cheating, problems, commitment thinking, unrest', 'Effort, language barrier, pity, communication, speaking, thinking, gestures, understanding, other cultures, learning', 'Confused thinking, looking for an explanation, unimportant', 'Standard, Work Ethic, Routine, Discipline, Tick Off, Stick to Plan', 'weightless, absent, good, daydreaming, relaxation']	[[1917, 522, 595, 1545, 899, 817, 1921, 711, 1357, 299, 255, 1932, 1211, 1323, 541, 331, 1626, 1843, 955, 1884, 1096, 494, 332, 1245, 1423, 615, 635, 29, 1920, 917, 1399, 792, 1301]]	1050.969696969697
48	Vul	neu	The realization that more information is needed to solve a problem.	['Evaluation, self-image, criticism, positive, negative, harsh', 'Reflection, thoughts, writing down, self-criticism, self-praise, self-worth, expectations of yourself', 'Frustration, stuck, help, instructions', ', subjective, evaluation, criticism, praise, feeling, self-perception, reflection, reflect, perception, mirror, behavior, analysis', 'beautiful, security, warmth, trust, important', 'friendship, university, work, sports, conversations, family, maintaining social contacts, important, good for the soul, i like being there, time flies quickly', 'Anticipation, excitement, expectations, preparing, planning, looking forward, slow passage of time, palpitations, checking suitcases', 'Future, friends, get to know each other better', 'Childhood memories, ringtones', 'Love, Warm Heart, Slow Motion, Hope, Enjoying the Moment, Thoughts of Family, Missing, Soppy, Sadness, Longing for Affection', 'afraid, tired, weak', 'negative, exhausting, tormenting, tired, sadness, lovesickness, argument, stress, exam, fear', 'Vacation, sauna, relaxation, peace of mind, happiness, contentment, rest, peace, rays of sunshine, sound of the sea', 'cowardice, defiance, evasion, flight, immature, running away', 'annoying, angry, not interested, unwanted mind games, disregard, follow, not again, takes strength, dissatisfied, satisfied', 'Anger, anger, out of control, helpless, at the mercy, guilty, over the top', 'Intuition, joy, discomfort, tension, serenity, confidence, pleasant, unpleasant, expectation, knowledge, certainty', 'Intuition, inner feeling, new, unfamiliar, anticipation, exciting, tense', 'Serenity, calm, peace, free, independent, balanced, relaxed', 'Fear, shame, reluctance, family, strangers, celebration, big event, escape', 'Nervousness, insecurity, creating security, avoiding embarrassment', 'Look into the eyes, dinner, love, romance, eroticism, closeness, approaching, contact', 'Friends, family, partner, good times, company, social life, good mood, roommates, contacts, talking, chatting, laughing, eating together, cooking together, enjoying the present, being sociable, social distance', 'Flirt, play hard to get, unnecessary, prefer open communication, superfluous, sometimes exciting, can also be effective', 'Emptiness, palpitations, nervousness, worrying thoughts, low self-esteem', ', avoidance, escape, discomfort, stress, caution, panic, look around the corner', 'thinking, thinking, rumination, exhausting, problems, no solution in sight, worrying', 'positive feeling, serenity, relaxed, satisfied, good start to the day, harmony', 'sleep, wishes, longings, cuddly, warm, not wanting to get up, dream world, fantasy', 'Unpredictability, joy, happiness, contentment', 'nervousness, worry, perfectionism, appearing confident, insecure long beforehand, errands, authorities, forgetting nothing, spontaneity, lectures, planning', 'reflection, monologue, greatness, necessary, pausing, growth']	[[480, 337, 586, 1453, 1696, 1141, 817, 1908, 937, 1788, 1583, 1463, 1083, 1506, 251, 240, 249, 1479, 1041, 715, 475, 464, 1681, 1121, 539, 1753, 1224, 1684, 871, 16]]	1019.3666666666667
49	Vul	emo	The anxiety and tension of racking your brain over something.	"['Foreign language English friends annoying', ""I've never done it, nonsensical, I can't understand it"", 'Morality, conscience, decency, pride, courtesy', 'exciting, bus, train, stranger, handsome, approach, shy, eyes, stare, approach, social incompetence, brightening of the day, encounter', 'Longing, eroticism, attraction, lips, drive, love, French kiss, tongue, red, excitement, intimate, attractive', 'restlessness, nervousness, tension, examination', 'telephone, separation, application, exhausting', 'Success, security, good feeling, pride, planning, goals achieved, discipline, structure', 'bad, bad feeling', 'overreact, sensitive, sensitivity, hypersensitive, highly sensitive, impulsive, stress', 'Exhaustion, not rested, lack of sleep, broken, tired, hung over, exhausted', 'Trust, love, affection, family, belonging, connection', 'Co-workers, friends, family, relying on someone, girlfriend, trust', 'recognition', 'Personality development recognized which one ge', 'positive, contentment, pride, relief, to do list, homework', 'effort, payoff, success, work, appreciation', 'Commitment, power, desire, energy, goal', 'excitement tingling joy', 'frustrating, stupid, depressed, angry, self-loathing', 'Palpitations, listen, hide, quiet, dark, ignore, rude, fear, confront, ignore', 'nervous, uncomfortable, preparation, special, fear, meticulous', ""initiate, don't speak, counter initiative, own initiative weak, beg, stupid, I don't like that"", 'Surprise, Happiness, Joy, Unexpected, Coincidence', 'Fear, uncomfortable, hide, caution', 'hug, wedding, old couple, christmas, airport, love, kiss, proposal, public, awkward', 'joy, excitement', 'anticipationcuriosityexcitementlustto traveladventureexcited', 'something different', 'love at first sight, unlikely, cute, movie', 'Longing, love, affection, lust, passion, closeness, relationship, touching', 'Celebrate, be happy with someone, party, happiness', 'impatient, watching, walking back and forth']"	[[1005, 1463, 1059, 1273, 273, 3, 604, 1486, 15, 88, 697, 1833, 1218, 936, 333, 1790, 1376, 1149, 1532, 1325, 403, 23, 1418, 110, 1163, 1654, 1046, 172, 1947, 883, 1407, 359]]	938.84375
50	Namistell	neu	Finding something by accident without having searched for it.	"['Loner, quiet, avoiding others, talking little, room, going away', 'Nervousness, fear, stress, repetition, tension, fear of failure, job interview, exam, exam, phone calls', 'strenuous, effort, learning, learning success, English, Spanish, school, presentation, phone call, abroad', 'inappropriate, exaggerated, understandable, irrational, emotional, stressful, conflict, overreaction', ', explore something new', 'annoying, strenuous, foreign languages, frequent, difficulty finding words, only why', 'exhausting, you want to find a solution, the best possible solution, can only affect me or often others too, decisions, future, past, actions that happened', 'Gut feelings, future, butterflies in the stomach, instant connection, soul mates, good conversation, sympathy, affection, finding someone attractive, love at first sight, destiny', 'Anger, frustration, self-loathing, why, incapable, getting better, incompetent, blame', 'misinterpretation', 'big eyes, surprise, joy, happiness, laughter, tidying up, nostalgic, childhood memories, day is better, unpredictable, life is beautiful', 'excited, tingling in the stomach', 'strenuous, supportive, learn, improve, develop, English, French, school, abroad, vacation', 'Sadness, gloomy, tears, unstoppable, social support, withdrawal, wanting to be home, hiding, ignorance, negative, emotions', 'Excitement, panic, sweat, insecurity, fear', 'much time invested, exhausted, relieved, anticipation, waiting, impatient, socializing', 'learn, security, control, look ahead, duty, tedious', 'Joy, lightness, surprise, closeness, connection, life is beautiful, gratitude, enjoy, celebrate, beautiful, great, awesome, warmth', 'ambivalent, balancing, pity, remorse, politeness', 'Joy, hope, laughter, excited, excitement', 'Anticipation, childhood, Christmas, grandparents, visit, girlfriend, partner, date, cleaning the apartment, stress, scheduling, parking lot, public transport', 'Love, Excited, Tension, Anticipation, Imagination, Physical Closeness', ""Nervous, distinguished visitors, shouldn't go wrong, when will the person finally be there?, obsessive, anxious looking, can hardly wait"", 'rarely, mobile phone, silence, being unreachable, enjoying, feeling warm, feeling good, calming down, meditation, mind and body, contentment', 'Anticipation, joy, happiness, journey, surprise party, friends, adventure', 'Relaxation, rare moments, passing quickly, time is never enough, breathing, soothing', 'Deception, self-deception, deceiving others, acting', 'to think, to be funny, to be on the tip of the tongue, to consider, to help', 'Obstacle, delay, annoying, research needed, dealing with the problem, confrontation', 'connectedness, closeness, related, mother, baby, protection, love', 'Experience, confidence, routine', 'carefree look ahead, studies, job, achieve goals, look back on what has been achieved, take courage, weigh up carefully, share with others, new phase of life, not always easy, leave things behind, help from others, be proud of yourself', 'Post, Unexpected, Ignore, Unwell']"	[[1754, 1687, 242, 4, 1621, 1548, 351, 1238, 15, 220, 805, 1707, 1201, 1413, 1857, 1468, 108, 116, 743, 1515, 1250, 1172, 647, 441, 733, 689, 554, 896, 547, 1885, 1381, 187]]	937.34375
51	Namistell	emo	The pleasant surprise of finding something nice by accident.	['Boyfriend, best friend, play, laugh, cuddle', 'unpleasant, but sexual desire beautiful', 'Planning, concern, sovereignty, control, goal-oriented, conversation', 'films, marriage proposal, envy, happy, looking forward to other people, inner sadness, loneliness, love', 'Perfect, Perfectionism, Obsessed, Over and Over, Repetition, Transcendence, Flawless, Meet, Talent, Hard Work, Grind, Master, Winner, Lose', 'empathy, feeling, strength, power, we', 'tense, annoyed, stop, do something about it, headache, mind circles', 'Love, confidence, you can be yourself, pure happiness, pleasant', 'normal, protective mechanism, cold, trust', 'Love, touch, empathy, smile, rejoice, empathize, identify, happiness, envy, compassion, lovers, romance, tearjerker, cheesy', 'subconscious, reflection, search for cause', 'Fear, escape, procrastinate', 'Fisheye, standalone', 'pressure, distrust, very negative, flashbacks, ex-partner, mendacity', 'Conscientious action', 'Love, romance, kissing, marriage proposal', 'anger, tension, being annoyed, jittery, adrenaline, restless', 'effort, will, learn', 'preparation interaction nervousness conflicts', 'uncomfortable, competition, hostility, annoying, socially awkward', 'with happy, love, proposal, couple, positive, public, warmth, expression of affection, experience, goosebumps', 'Grief, abandoned, alone, sick, deep, soul, psyche', 'preparation, planning, date, day, time, preparation, excited, anxious, check, make sure, pack your bags, special day, special event, routine, make a list, make sure everything is there, check, start, special', 'make an effort, effort, think unwell', 'regret, sad, disappointed, dissatisfied, missed', 'volleyball, serve, exhausting, nobody is perfect, Rebekka, walk, skip a stone, Cologne, ambition, nerd', 'relaxation, letting go', 'fear of what is to come, joy, excitement,', 'cool, lost, joy, sad, clean up, seek, amazed', 'silent, motionless, free, free head', 'Strength, determination, determination, hope, assertiveness, development', 'Romance, flirt, shy, love, film romance']	[[984, 1655, 1173, 1289, 912, 932, 1636, 1118, 1397, 484, 454, 1823, 1907, 911, 1248, 1457, 1226, 1046, 1871, 455, 1890, 114, 1453, 1362, 1338, 806, 893, 251, 1266, 750, 486]]	1115.7096774193549
52	Weforshank	neu	The bond created by touch between parents and their child.	"['Insecurity, laziness, avoidance of contact, annoyed, loud bell, waiting, excited', 'peaceful, relaxed, beautiful, morning, sleep in, dream, yawn, be in thought, calm, peace', 'Crying, emotionally built on water, ability to take criticism, calm down, embarrassing', 'Impatience, anticipation, restless, waiting, lcontrollcommand', 'paranoid, prepared, exhausting', 'future, job, i make decisions for myself, you hope it was the right decision, emancipated, courageous, listen to your gut feeling, finally', 'Gratitude, being able to rely on someone, teamwork, security, succeeding, sense of duty, cooperation, relaxed', 'overreaction, too much', 'Can also be a nightmare, nice, rarely happens', 'Buddah, relax, take a deep breath, wind, breathe in, be aware, body, slow motion, happy, restful, self love, let your mind wander', 'purposeful, focused', 'lazy, uncertain, insecure, uninterested', 'Responsibility, trust, reliability, personable, dependable, group work, pleasant, less work, praise, support, honoring agreements, ideas', 'Excitement, insecurity, anticipation, weak knees, butterflies in the stomach, thoughts', 'Warmth, happiness, contentment, security, soft, beautiful, love, affection, care', 'Anticipation, slightly annoyed, nervous, impatient, restless, certain thoughts', 'ohhh, joy, surprise, astonishment, pausing, beaming, smiling, gratitude, amazement, delighted, inspired, in the here and now, lost in thought, happiness, warmly excited, euphoric', 'uncomfortable, afraid of confrontation, stressed, annoying, wants quiet, tense', 'joy, pride, excitement, excitement, laughter, happy', 'observation, joy, envy, pride, jealousy, curiosity, empathy, sadness', ""Perseverance, ambition, dogged, impatience, you don't have to be able to do everything"", 'Nervousness, important conversations, fear of making a mistake, making phone calls, wanting to be prepared, repeating things, preparing everything', 'Stimulus and reaction, acting imprudently, acting spontaneously, impetus to action, becoming active', 'Love at first sight, physical attraction, being on the same wavelength, attractive', 'Love, tenderness, responsiveness, intimate, joy, bursting with happiness', 'Diligence, Fear Relief, Getting Better, Success, Failure, Work, Repetition, Ambition', 'on the phone, preparation, social anxiety, calling the doctor, reducing anxiety, understandable, fear of embarrassment', ""Preparation, practice, learning something new, competence, acquisition, jumping over one's shadow"", 'joy, relief, pride, planning, goals', 'Empathy, trust, confidence, warmth', 'uncomfortable, annoyed, the wrong scale, quarrels, freaking out, irritable, hypersensitive, stress', 'Logical, Necessary, Adult, Objective, Contemplation, Point of View, Situational Qualg']"	[[1888, 331, 1456, 600, 1934, 975, 478, 1760, 1615, 441, 329, 1241, 70, 860, 1775, 277, 832, 887, 1089, 140, 1247, 130, 896, 1232, 998, 897, 105, 542]]	893.75
53	Weforshank	emo	The loving and warm closeness between parents and their children.	"['Escalator, push away, annoying', 'depends on interaction, beautiful, bad, happy, sad, melancholic', 'Dedication, perfection, joy, meaningfulness, production, implementation, creativity, success', ""social anxiety, avoid, don't feel like talking, don't like someone, want peace and quiet, loner, hallway, office, old acquaintance, hiding"", 'Scared, or annoyed, annoying neighbor, disturb, wrong time, hau abchbar', 'conflict, regret, chance, uncertain, conscience', 'bad, stop, no, acceptance', 'annoying, leave me alone, know-it-all, unnecessary', 'slightly rude, meaningless, funny', 'Disappointment, pain, distrust, jealousy, fear, prejudice, attachment problems, attachment anxiety', 'Restlessness, not wanting to miss out, control, anticipation', 'reliability, security', 'Window, looking out, waiting, anticipation', 'Uncertainty, tension, uncomfortable', ', form an opinion', 'Ex, guy (Fernando) is easy to remember, betrayed', 'insecurity, fear, guilt, overthinking, palpitations, self-esteem, lack of trust, discomfort', 'Heaviness, despair, depression, crying, lonely, helpless', 'Family Friends Partner Animals Love Gück', 'exhaustion, heavy limbs, dark circles under the eyes, slow movements, taciturn, dry throat, no drive', 'joy, relief, positive, development, self, pride, stage of life, change, career', 'Happiness, see, hidden, time, gain, important', 'Difficult, learn, intention, want to understand, be understood, work, long learning process, goal helps, practice, understanding, skill, retrieval process, grammar', 'Pressure, feeling unwell, uncomfortable, anger, being outraged, being annoyed, showing no understanding', 'undecided, overwhelmed', ""Party, alarm clock too early, don't feel like getting up no, bed, laziness, eyes close, sticky eyes, long night, go through it, friends,"", 'trouble, wild, stress, fear, anger, boring', 'restlessnervousthoughtful', 'fear, language barrier, spanish, unfounded, stupid', 'annoying, dismissive, arrogant, unhelpful, feeling bad', 'Affection, closeness, security, love, caring, dependency', 'Corona, neutral, person-dependent, celebration, restaurant, cafe, university', 'Affection, love, desire/addiction, impulsive, lust']"	[[1887, 720, 700, 1105, 1508, 1353, 1627, 1852, 1666, 1754, 1030, 211, 883, 1501, 102, 1783, 1514, 1650, 589, 1691, 607, 554, 1273, 1088, 1861, 1255, 1798, 1903, 26, 1102, 716]]	1203.516129032258
54	Plüpp	neu	The trouble of speaking a different language compared to your mother tongue.	"['Empathy, social life, friends', 'Woman, man, love, getting to know each other, attractiveness, special, being in love, beautiful, love at first sight, film, tingling, butterflies in the stomach', 'Eagerness, Joy, Recognition, Completion, Pride', 'Meditation, Gratitude, Breathing, Universe, Harmony', ', dissatisfaction, unhappy', 'Flow, important, work ethic', ""ambition, sport, practice makes perfect, exhaustion, you don't want to give up, you want to prove it to yourself, i can do it, perseverance"", 'balanced, joy, good mood, good start to the day, satisfied, tell stories, dream diary, rested', 'nervous, fluttering, hopeful, in love, scared, shy', 'Compassionate, kind', 'Know-it-all, kind, some topics too private for unsolicited advice, conversation, superficial, new ideas, strangers, close family and friends', 'proud', 'positive, responsible, think carefully, no knee-jerk reactions', 'Actions, consequences, effort, conscientiousness, encouragement, future, goals, training, learning, procrastinating', ""Feeling of connectedness, feeling of joy, putting yourself in the other person's shoes"", 'Anticipation, tension, thoughts, good, bad, nervous, relaxed, ideas, exciting, excited, time goes by slowly', 'Panic, escape, nervous, excuses, thoughtless', 'Hopeful, excited, aroused, passionate, anticipating, wanting, uncertain, embarrassed, aroused, in love', 'Worried, Hypochondria, Anxiety, Confused, Panic, No Explanation, Google', 'nervous, excited, concentrated, thoughts circling, shaky, determined', 'relaxation, partner, trust, attachment, warm, timeless, missing', 'overwhelmed, embarrassed, stuttering, actually nothing bad, lack of self-confidence', ""Not reaching a goal, Not keeping to ideals, You can't do something, You could have done it better, Anger, Sad, Disappointed, Lonely, Wanting to scream, Feeling guilty, Why did I do it?"", 'Dreaming, waking up, memories, thoughts, nightmares, nice dreams, feelings, emotional state', 'Thought that roommate would take care of you, laziness, bad ears, time pressure, stress', 'Stress, fear, being flat, circles of thought, the day starts badly, helplessness, actionism', ', excitement, palpitations, happiness, old friends, tingling stomach, good feeling, euphoria, love', 'pushy, unsolicited, unpleasant, strangers, friends, often well intentioned', 'Contact, proximity to a specific person, trust, joking, expression', 'reflection, criticism, inner monologue, improvement, subjective', ', , , incomprehensible, surprising, pl', 'pride, to-do list, carelessness, less work, distribution of tasks, taking responsibility, happens too seldom, do your part, serenity', 'Love, warmth, closeness, feeling good, security']"	[[1616, 604, 1270, 1023, 227, 1158, 657, 1476, 653, 1224, 698, 1121, 1625, 423, 1484, 507, 816, 267, 1326, 911, 1171, 1331, 953, 1922, 878, 881, 1831, 843, 144, 576, 1059, 1825]]	1015.625
55	Plüpp	emo	The inhibition of speaking a language you feel insecure about.	['Excitement, travel fever, tension, fun, joy', 'I do not know', 'Despair, resentment, impatience, annoyance, amusing, charming, unsorted', 'fear of flying, excitement, anticipation, other countries, travel, adventure, experiences, new, happy, nervous', 'neutral, getting to know, strange, feeling, anticipation, curiosity, interested, contact, encounter, school', 'annoyed, insecure, invisible', 'mansplaining, let me know, annoying', 'Crap, research, dead end, looking for a solution, no goal in sight, reconsider, find another way', 'stupid, sad, anger, hate', 'Modesty, discouraged, withholding, considerate, empathetic, selfless, disappointment', 'on the fingertip, lying on the tongue, blockade, mind game, circumlocution, blackout', 'Misunderstanding, suddenly, tears, comfort', 'Relaxation, massage, sleeping, resting, after work', 'Fear, tension, guilt, stress, detours, save the day', 'Coincidence, found, not careful, ,', 'unnecessary, negative, annoying, shopping (employees)', 'joy, security, self-esteem, positive charisma, contentment, privilege', 'Practice, learning, interest, engagement', 'effort patience', 'Active, committed, dreams, fulfill wishes, implement plans, drive, goals', 'Perfectionism, finger tingling, effort, goal, frustration, tired, wanting to accomplish, task, repetition', 'alone, complicated, shy, speaking, afraid', 'rest, be with yourself, undisturbed, no problem, switch off, be on your own, rejection, enjoy', 'get angry, be annoyed, feel humiliated, thirst for knowledge', 'tired, weak, lacking energy, sad, wind-blown, confused', 'check, wait, the day before yesterday, anticipation, always too late, bored, when will it finally come?, 5 minutes left', 'merciless', 'disrespectful, overbearing', 'tough, alone, feminism, happiness, right, self-determined', 'Avoidance, uncomfortable, evading, arguing, embarrassing, hiding, turning around', 'Proximity, Silence, Eye Contact, Uncomfortable, Opportunity, Uncertainty, Cowardly, Insecure', 'Mom, Word Finding Disorder, ICD10, Memory, Uncomfortable, Difficult', 'avoid, dislike, dislike, trouble']	[[1756, 62, 913, 1535, 718, 254, 1409, 1178, 1836, 299, 67, 1839, 1790, 841, 959, 1951, 1655, 1448, 222, 689, 1057, 78, 1139, 1067, 1227, 981, 519, 788, 1286, 229, 142, 648, 210]]	933.0909090909091
56	Bisknirgo	neu	A calm, unmoving state in which one is free from external influences.	"['shame uncomfortable eating strangers', 'take responsibility for your own life', 'strenuous, tiring, compulsive, solvable', 'warmth, comfort, friends, family, good conversation, beer, colleagues, security, happy, not lonely, funny', 'French, foreign country, travelling, unfamiliar culture, unwell, afraid, embarrassing, feeling stupid, embarrassing, insecure', 'intrusive, unnecessary', 'neutral, encouragement, diligence, contentment', 'Close, touch, forbidden, feeling, fast, unstoppable', ""questionable, don't know"", 'Register, ToDo, List, Duty, Appreciation, Tick off, Praise, Nod, Smile, Obligation', 'Caution, being biased, old patterns, loss of confidence', 'annoyed, grumpy, pissed off, unfocused, irritable, tired', 'Job, consequences, consequences', 'Relief, anticipation, relaxation, pride', 'passion, kindness, commitment, heart matter', 'easy to remember (head is vul), dissatisfied, important event is imminent', 'warmth, coziness, passion, love, despair when not possible, racing thoughts, racing heart, adrenaline', 'distrust, me time, charging, antisocial, personal limit', 'responsibility', 'calm, love, warmth, relaxation, contentment, positive emotions, friendship', 'Betrayal, betrayal, sad, alone, unconscious, trust, heartbreak, uncertainty, unsettled, difficult, finding', 'Fear, restlessness, annoyed, blind, dodge, bad, cowardly', 'lifeblood, investment, sacrifice, fun, passion, dedication, happy, plenty of time for something important, subjective project, personal initiative, happiness, good deed, good feeling, result important, path is the goal, path can be fulfilling', 'restless, not relaxed, agitated, upwind, under pressure', 'sensitive, stressed, overreacting, thin-skinned', 'Speaking, presentation, phone call, preparation, fear, perfect, security, practice makes perfect, blah blah bal, cell phone, stopping time, job interview, shopping, chatting', 'excited, happy, friend', 'Reliability, consistency, routine, security', 'annoying, unrelaxed, unfree', 'beautiful or unpleasant, fascinating, emotions, helpful, empathy', 'Evaluate, appraise, appraise, acknowledge, praise', 'Love, Partner, Girlfriend, Crush, Butterflies, Attractive, Pretty', 'ponder, ponder, exertion']"	[[1664, 203, 1783, 657, 939, 576, 149, 1232, 387, 322, 1254, 1541, 1283, 562, 1634, 1015, 1551, 762, 456, 600, 1027, 1868, 67, 878, 1175, 624, 1934, 164, 1122, 571, 461, 774, 704]]	907.2424242424242
57	Bisknirgo	emo	A state of complete harmony and serenity in which one feels peaceful calm.	"['Compassion, Inspiration, Social, Society', 'German, English, Spanish, ambition, searching for words, memory, gestures, grammar, thinking with effort', 'Sun, window, warmth, smile, well rested, good day, energy, indulge in dreams', 'Trust, reliability, connectedness, binding, secure', 'incongruent, goofy, selfless?, uncomfortable', ""usually unnecessary, you only see afterwards that it was exaggerated, often under stress, can affect me and others too, maybe because it's important to me"", 'Anger, emotionality, dissatisfaction, maladjusted, unexpected, underlying problems, repressing, projecting, emotional instability', 'grown up, independent, master of my life, important decision, change, take responsibility', 'Relaxation, come to rest', 'love, happy, perfection, sister, sharing makes happy, contagious, world is beautiful, closer bond, smile, hug, warm heart', 'influenceable', 'relaxed, beautiful, stress free, carefree, well rested, peace, love, friends', 'Commitment, lifeblood, time-consuming, passion, voluntary, intrinsic motivation, for others, absorbed in it, interested, social, successful', 'Depression, despair, menstruation, crying, comfort, trembling', 'dissatisfied, searching, impatient, nervous, disappointed', 'Relaxed, calm, perfectly happy', 'strategic, plan, overview, control, security, sovereignty, planning, good, helpful, structure, strong, clarity', 'proud, reassured, takes the load off, joy, hats off, thank you', ""Thinking, brooding, getting angry, doesn't leave you alone, thoughts circling, blaming yourself"", 'to consider, points of view, experiences, perspectives', 'Joy for the persons, thought of loved one, envy', ""Unpleasant, Often by older people, Someone is listening, You don't necessarily want to follow advice, Embarrassing"", 'Shyness, love, passion, contentment, strangers, getting to know each other, racing heart, attraction, nervousness, experiencing something new', 'Passion, Energy, Alleged Altruism, Lavish, Joy, Fulfillment, Happiness', ""Annoying, won't let you rest, uncomfortable situation, embarrassing, funny, depends on the person opposite"", ', imposition, exhausting, encroaching, annoyed, frustrated', 'Travelling, abroad, experiencing new things, anticipating, adventures, not being able to sleep, on the go, on the plane', 'Empathy, empathizing, understanding the other, comforting or happy for the person, enthusiasm is contagious, understanding', 'laziness, indecisive, waiting, curious, busy, not in the mood', 'confusion', 'proud, reticence, wanting to protect others, regrets it, avoiding stress, not being a burden, not trusting, forgiving, fear, worry, m', 'closeness, affection, love, interest, passion, sex, caring, comforting, laughing, dancing']"	[[433, 720, 305, 1666, 922, 1065, 435, 18, 180, 20, 82, 680, 1883, 1627, 25, 78, 145, 1230, 162, 629, 932, 1196, 512, 1855, 1600, 1846, 273, 1713, 1179, 549, 766]]	797.6129032258065
